NASA-UAP-D2_ Apollo 17 Transcript_ 1972.pdf	https://www.war.gov/medialink/ufo/release_1/nasa-uap-d2-apollo-17-transcript-1972.pdf	NASA-UAP-D2, Apollo 17 Transcript, 1972	NASA	5/8/26	1972	Moon
NASA-UAP-D3_ Gemini 7 Transcript_ 1965.pdf	https://www.war.gov/medialink/ufo/release_1/nasa-uap-d3-gemini-7-transcript-1965.pdf	NASA-UAP-D3, Gemini 7 Transcript, 1965	NASA	5/8/26	1965	Moon
NASA-UAP-D4_ Apollo 11 Technical Crew Debriefing_ 1969.pdf	https://www.war.gov/medialink/ufo/release_1/nasa-uap-d4-apollo-11-technical-crew-debriefing-1969.pdf	NASA-UAP-D4, Apollo 11 Technical Crew Debriefing, 1969		5/8/26		
NASA-UAP-D5_ Apollo 17 Crew Debriefing for Science_ 1973.pdf	https://www.war.gov/medialink/ufo/release_1/nasa-uap-d5-apollo-17-crew-debriefing-for-science-1973.pdf	NASA-UAP-D5, Apollo 17 Crew Debriefing for Science, 1973		5/8/26		
NASA-UAP-D6_ Apollo 17 Technical Crew Debriefing_ 1973.pdf	https://www.war.gov/medialink/ufo/release_1/nasa-uap-d6-apollo-17-technical-crew-debriefing-1973.pdf	NASA-UAP-D6, Apollo 17 Technical Crew Debriefing, 1973		5/8/26		
NASA-UAP-D7_ Skylab Techincal Crew Debriefing 1973.pdf	https://www.war.gov/medialink/ufo/release_1/nasa-uap-d7-skylab-technical-crew-debriefing-1973.pdf	NASA-UAP-D7, Skylab Techincal Crew Debriefing 1973		5/8/26		
State Department UAP Cable 1_ Papua New Guinea_ January 28_ 1985.pdf	https://www.war.gov/medialink/ufo/release_1/dos-uap-d1-cable-1-papua-new-guinea-january-1985.pdf	State Department UAP Cable 1, Papua New Guinea, January 28, 1985	Department of State	5/8/26	1/24/85	Papua New Guinea
State Department UAP Cable 2_ Kazakhstan_ January 31_ 1994.pdf	https://www.war.gov/medialink/ufo/release_1/dos-uap-d2-cable-2-kazakhstan-january-1994.pdf	State Department UAP Cable 2, Kazakhstan, January 31, 1994	Department of State	5/8/26	1/27/94	Kazakhstan
State Department UAP Cable 3_ Tbilisi_ Georgia_ October 30_ 2001.pdf	https://www.war.gov/medialink/ufo/release_1/059uap00011.pdf	State Department UAP Cable 3, Tbilisi, Georgia, October 30, 2001	Department of State	5/8/26	10/28/2001-10/29/2001	Georgia
State Department UAP Cable 4_ Ashgabat_ Turkmenistan_ November 5_ 2004.pdf	https://www.war.gov/medialink/ufo/release_1/059uap00012.pdf	State Department UAP Cable 4, Ashgabat, Turkmenistan, November 5, 2004	Department of State	5/8/26	11/5/04	Turkmenistan
